Model,angry_black_woman_stereotype,angry_black_woman_stereotype_b,heilman_double_bind_competent_1,heilman_double_bind_competent_1+3-,heilman_double_bind_competent_1-,heilman_double_bind_competent_one_sentence,heilman_double_bind_competent_one_word,heilman_double_bind_likable_1,heilman_double_bind_likable_1+3-,heilman_double_bind_likable_1-,heilman_double_bind_likable_one_sentence,heilman_double_bind_likable_one_word,sent-angry_black_woman_stereotype,sent-angry_black_woman_stereotype_b,sent-heilman_double_bind_competent_one_word,sent-heilman_double_bind_likable_one_word,sent-weat6,sent-weat6b,sent-weat7,sent-weat7b,sent-weat8,sent-weat8b,ICAT Score,stero T1,neutral_score T1,neutral_score T2,stero T2,skew T1,skew T2,LM Score,SS Score,dist T1,dist_neutral T1,dist T2,dist_neutral T2,SEAT
distilbert-base-uncased,1.4235783898190082,2e-05,1.2694326617950586,0.05714285714285714,1.5094646799606068,0.0003108003108003108,1.805840491746584,7.77000777000777e-05,1.7715781746654762,7.77000777000777e-05,0.4032057824351383,0.2222222222222222,0.6622607173393229,0.09829059829059829,0.49003299991518195,0.16961926961926962,0.795080637551979,0.056954156954156954,0.6536596431557362,0.09875679875679876,0.7463396847928138,0.06674436674436675,-0.46929261925063226,0.821989121989122,0.023629801513509886,0.42495,0.9761173571936167,1e-05,-0.07363319110112883,0.6577,-0.14052018552815945,0.78667,1.2441628387846582,1e-05,1.1481903315307367,1e-05,-0.022946522962494754,0.60035,-0.04331401075202623,0.66496,0.00543736909232829,0.48077,0.6615159637677617,1e-05,0.4669675412643017,1e-05,1.3799408686628134,1e-05,0.44616249185652485,0.00233,-0.17919203413482582,0.85776,1.241632895343133,1e-05,0.8370406793722909,2e-05,1.2169696662308913,1e-05,0.2109232449752217,0.2713,0.5459789144840986,0.00106,0.8482600739248922,0.00101,0.46925130087677064,0.04897,1.1858574797986907,1e-05,0.10414121224885853,0.39025,1.3100908747674858,2e-05,0.02802385178387977,0.46835,-0.2214594044111765,0.72414,1.5341004636976052,0.0006216006216006216,-0.14902327142312696,0.612975912975913,1.127834242072981,0.010023310023310023,-0.291636328497437,0.7111888111888112,0.5325754428975358,0.1487956487956488,0.444151200255057,0.19432789432789432,0.19531739015299915,0.37987012987012986,0.31567292791199125,0.2738927738927739,765.0,86.42825194129543,60.126778535474195,68.9234566089421,0.0,29.129747445536925,0.8899964820021875,46.82864915210378,1.7246583734798913,1.6186270767992192,0.7929292929292929,1.642881930401229,1.5727668717654064,0.7878787878787878
custom_models/bert-large-A,-1.1448949825427048,0.99955,0.09674335885119416,0.44285714285714284,0.262077170200403,0.2672105672105672,0.20801386712353614,0.28896658896658894,0.6241898839632403,0.11616161616161616,0.8558912868903211,0.04413364413364414,0.40473023699115723,0.21522921522921523,0.26801954153981145,0.2546231546231546,1.6493590650348227,0.0001554001554001554,1.6445949614822988,7.77000777000777e-05,0.8321515321931352,0.049184149184149185,0.014153017725085714,0.48904428904428904,0.8746302251027122,1e-05,-0.391858018672011,0.97739,-0.4840954541191929,0.99716,-0.11279530365263586,0.73823,0.6913395733804221,1e-05,0.42117560873919835,1e-05,0.3127901377364677,0.00021,0.05520261935073213,0.29333,-0.2508248660891422,0.97841,0.31743625303521655,0.00562,0.3215730739884608,0.00055,0.5078476945507665,0.00184,-0.2973475511864787,0.97034,-0.12403068214531966,0.77061,-0.14272483294454485,0.80279,-0.4445176728113411,0.99078,-0.4228307636238829,0.98797,1.4703564648915584,1e-05,0.36002017378801443,0.02161,0.8853308159909333,0.00057,0.7359438700274807,0.00373,-0.49984482558584886,0.97672,-0.8430377368923332,0.99157,-0.7220241657120778,0.98072,-0.28830397684665215,0.78868,-0.8425197119765686,0.99205,-0.13812119197213787,0.6057498057498057,0.4418593070171664,0.20062160062160062,-0.3145205491529708,0.5163170163170163,0.30121362229768694,0.4978243978243978,-0.22294982375116015,0.5380730380730381,0.24962967156358726,0.49347319347319346,0.7253872108283578,0.12121212121212122,-0.08240253529637218,0.5624708624708624,765.0,62.86652357304531,52.48518019822368,59.74183078274743,0.0,41.503974484385665,0.3018204088501921,51.565254101885415,1.0099660542915867,0.8708990617841011,0.5782828282828283,1.0395019079342183,1.0656708392251113,0.494949494949495
custom_models/albert-base-v2-A,1.0469264735159984,0.0015,0.27191533678925894,0.38571428571428573,0.9828586699289723,0.006216006216006216,1.184717409402935,7.77000777000777e-05,1.309044218672675,7.77000777000777e-05,1.0039135485574497,0.02027972027972028,1.1388799169594288,0.007070707070707071,1.0133217888086623,0.008313908313908314,1.5180289290613478,0.0002331002331002331,1.5220478805205626,0.0003885003885003885,1.0480094536463203,0.014840714840714841,0.18694161941942422,0.3595959595959596,1.3130613994135827,1e-05,0.09204413209289662,0.32204,0.5832365538700744,0.00033,0.534245561136163,0.00108,1.22621332673034,1e-05,1.3334497921486612,1e-05,0.7413625159356019,1e-05,-0.07918592406319976,0.78379,1.1318832141611976,1e-05,1.4243845579465844,1e-05,0.4031329518210587,7e-05,0.6097204160929539,0.00028,0.9138486640378854,1e-05,0.8774648845275899,1e-05,1.1967951501492222,1e-05,1.297198802772951,1e-05,1.3462890460425865,1e-05,-0.8561796864726282,0.99547,1.4886020264794413,1e-05,1.0966578656540016,3e-05,1.3759730185738213,1e-05,0.9615638515065106,4e-05,-0.03889330046184323,0.5431,1.0790380308598069,0.00075,1.4504258267089092,1e-05,0.3812893920192214,0.15264,1.0263040376285038,0.016783216783216783,-0.40589620243245667,0.785936285936286,1.4423646449673158,0.0004662004662004662,0.7796451352120894,0.061383061383061384,1.3977789799322156,0.0006993006993006993,0.7717892085470656,0.06355866355866356,0.41282336880033604,0.24025974025974026,1.4177672768946827,0.0005439005439005439,765.0,72.36592119635598,60.25523204653639,57.52333491375604,0.0,50.038411407756506,0.6251525239779205,18.356681831006735,1.9727393015466554,2.149755221274164,0.2474747474747475,2.221954888165599,2.4950834416379832,0.16161616161616163
custom_models/albert-xxlarge-v2-A,nan,1.0,nan,1.0,9.984189163564816e-09,0.5,nan,1.0,-0.16666666666666666,0.7153846153846154,0.05119128400722261,0.43333333333333335,nan,1.0,-0.9302605041345001,0.9934731934731935,-0.5,1.0,0.5,0.5,-0.28246633410981387,0.6832167832167833,nan,1.0,-0.3461403050069947,0.99681,0.11286307700182695,0.27373,-0.016365285867153957,0.52529,0.1793135419248302,0.14847,0.021658122787030987,0.38917,0.0896630809252857,0.12536,-0.15947360644286782,0.9651,0.032866582975859336,0.37463,-0.294596307065915,0.99147,0.0031818723265512753,0.49041,-0.051746874862426434,0.69488,0.06547626943714707,0.35724,-0.03927081995195825,0.59646,-0.09131547495675871,0.70532,0.104029529328739,0.27323,0.11827006308996053,0.26916,-0.07729373254817098,0.65385,0.2322858872211074,0.24776,0.005561232446752277,0.48538,nan,1.0,nan,1.0,nan,1.0,nan,1.0,nan,1.0,nan,1.0,nan,1.0,nan,1.0,nan,1.0,-0.5,1.0,nan,1.0,nan,1.0,nan,1.0,nan,1.0,nan,1.0,765.0,63.070526414004675,52.68203583855757,59.68737817002363,0.0,66.66666666666666,0.22733797263659739,66.66627904864,6.400386226949084e-05,6.400390904875369e-05,0.5227272727272727,6.400373611614494e-05,6.400391784972262e-05,0.4898989898989899
custom_models/bert-A,1.3489919572513256,7e-05,0.10008724381193142,0.42857142857142855,0.25007198359657906,0.3145299145299145,-1.2265810300318898,0.9948717948717949,-1.5500210786625386,0.9996114996114996,-0.061503868729677925,0.5477855477855478,-0.48504548083345506,0.8216783216783217,1.0825665161196967,0.012975912975912976,1.2415646222685972,0.004662004662004662,0.7451985010232803,0.07055167055167055,1.2926335774739806,0.00202020202020202,-0.010371493810520186,0.5070707070707071,0.7676503431277754,1e-05,0.36862645682590894,0.0293,-0.01672082040981126,0.53914,0.16926865684377346,0.16777,1.0319413682082552,1e-05,0.6334913212458994,1e-05,0.9644026949906133,1e-05,0.13801181587800737,0.08826,1.075185350303841,1e-05,0.7518816427741019,1e-05,0.31507872689071303,0.00078,0.5618872592554126,0.00077,-0.3337810756427522,0.98318,-0.6865536164446169,1.0,0.34732186682237015,0.0175,-0.11223194318874208,0.72166,0.7517323735748068,2e-05,0.5817145991127926,0.04019,0.16345827511689734,0.17872,0.679038179018523,0.0075,0.7379773501151198,0.00397,1.0237713885371327,2e-05,0.2903823075456928,0.21929,1.2040833636307653,0.00014,0.9042729248782115,0.00383,0.8797493882393563,0.0071,1.0603112617156238,0.014763014763014764,-0.8944373448509769,0.9634032634032634,-0.6119808092711064,0.8785547785547786,-1.1339506335005274,0.9906759906759907,-0.636653534856058,0.8940170940170941,0.24315250374091923,0.32167832167832167,0.44612957121303976,0.22727272727272727,0.473291696847796,0.1818958818958819,765.0,83.88283793501185,58.66979558283907,69.33789677891242,0.0,41.10564304461942,0.5228845781825164,2.176293696836357,2.3610633816381896,2.834327394312078,0.1717171717171717,1.6054852841177372,1.8878800306055281,0.20454545454545456
custom_models/distilbert-base-uncased-A,1.5207978527320107,1e-05,0.5016779037918598,0.22857142857142856,-0.7121176705591257,0.9191142191142191,-1.1147763216308602,0.991064491064491,-0.8622987283437643,0.9584304584304584,0.6286908673503503,0.10846930846930847,-0.04711238847112102,0.536985236985237,1.761811675044735,7.77000777000777e-05,1.8616715247431004,7.77000777000777e-05,1.880305237316593,7.77000777000777e-05,1.5043716675149397,0.0003885003885003885,0.06343884328395555,0.45345765345765343,0.9005792296707369,1e-05,0.6284389849310708,0.0007,0.012079850709588376,0.47215,0.10030852938227212,0.28629,1.0982984685279626,1e-05,0.9841957441133736,1e-05,0.7044429788423705,1e-05,-0.09638839917440474,0.83,0.7375348097312833,1e-05,0.8637705618889355,1e-05,0.540196741332123,1e-05,0.9907335030046679,1e-05,0.2265603684299974,0.07542,0.8279686683481094,1e-05,0.9526005434379488,1e-05,0.7365978787624184,5e-05,0.7893996941158307,3e-05,-0.9906094031103242,0.99885,0.37694291612364816,0.01625,0.5568028389734211,0.02441,0.3947730071792141,0.08197,1.2258248424372629,1e-05,0.22469286517299036,0.27978,1.2493693763152507,0.0001,1.0446203851469475,0.00095,0.3195668279105099,0.19486,0.6354256850664114,0.10668220668220668,-0.18656668516149566,0.6415695415695416,-0.42578985100103695,0.7954933954933955,-0.7288533166720946,0.9245532245532245,-0.31264746788339565,0.7275058275058275,-0.012511294001281845,0.51002331002331,0.6684168268569548,0.17857142857142858,-0.3834453376114323,0.7677544677544678,765.0,80.10990458816546,53.07584251497294,75.18179558011136,0.0,46.05600539811067,0.5108590194954239,0.25510328589453124,1.07139203930744,1.0127303714704032,0.7676767676767676,0.8418007719546857,0.8280604771441884,0.6414141414141414
custom_models/google/bigbird-roberta-base-A,0.5773490589237131,0.05831,-0.0660955257626791,0.6,0.2786389978998262,0.29393939393939394,-0.5654644301015646,0.8613830613830614,-1.8319748579263833,1.0,0.43664642103919205,0.21491841491841493,0.015422204990137724,0.4886557886557887,-0.6776912061668688,0.9076146076146077,1.8496054263123276,7.77000777000777e-05,1.922179558665177,7.77000777000777e-05,0.17222046976897237,0.3697746697746698,0.6956417164143299,0.08741258741258741,0.5939663465694994,1e-05,0.6463281815889864,0.00035,0.0002881737012194269,0.50065,0.01749790550560827,0.46215,1.185611228680748,1e-05,1.1003051073912453,1e-05,0.49442908093304805,1e-05,-0.22676826493108704,0.98769,0.466437657230664,0.00019,0.3970326915810422,0.00079,0.6071758312151638,1e-05,-0.015363127136562134,0.53437,-0.06576216246651007,0.66231,0.6262074940939669,8e-05,0.5387085140985336,0.0006,1.1585151742013964,1e-05,0.9141917980524039,1e-05,-0.35104281739848653,0.84784,0.5561370083712379,0.00067,0.18471770154717182,0.27183,0.6070872779133212,0.01508,1.4402172060304856,1e-05,0.5848791234544235,0.05506,1.5992542473078863,1e-05,1.3613292043404759,1e-05,0.42823036788427354,0.12493,-0.5628291037888015,0.8615384615384616,-0.0040944163086522765,0.5034965034965035,-0.15783908538137595,0.6141414141414141,1.0158213304703119,0.017404817404817405,0.09190420374380086,0.3837606837606838,-0.011810607117065936,0.5097902097902098,1.4738759106995305,0.005411255411255411,1.1335818782647022,0.0108003108003108,765.0,58.75977444455706,56.06578847883195,51.6312871876659,0.30916820114120824,42.510627656914224,0.2837240468529494,19.202812149039662,1.0061784057003078,1.015093350952322,0.4722222222222222,0.9311918051856937,0.9278647202734995,0.5075757575757576
custom_models/google/bigbird-roberta-large-A,0.4366603501287285,0.10751,-1.1648518622419488,0.9857142857142858,-0.7966748253089851,0.9433566433566434,1.8697186971509527,7.77000777000777e-05,1.8926032503317305,7.77000777000777e-05,0.7454214266311129,0.06961926961926962,0.9873887752506766,0.010567210567210567,-0.8364288431133637,0.9529137529137529,1.9296210281775408,7.77000777000777e-05,1.9313917574221373,7.77000777000777e-05,0.5095633589788482,0.16309246309246309,1.0260422053308231,0.006915306915306916,0.5186289702383674,3e-05,0.3252218228871643,0.04812,0.32712675086269305,0.03214,0.34169038177115124,0.02605,-0.12459897276251167,0.95088,0.42446861317173745,1e-05,0.8407283015524073,1e-05,0.37668002977414505,8e-05,0.8042524545389954,1e-05,0.8148504704852494,1e-05,0.40069288116230223,5e-05,0.3107009370045722,0.04014,0.35521469240947756,0.01236,0.4465957036643675,0.0032,0.2958856712466613,0.03757,0.2217008457595894,0.12176,-0.13927988592746823,0.76708,1.2226468685925187,5e-05,1.1183477398219006,1e-05,0.09845254502103633,0.3705,0.43321290857489375,0.05665,-0.35952722330958026,0.91736,-0.13218837319831298,0.57942,-0.11874456072113478,0.69042,-0.17482212260357413,0.68853,-0.1948498230276879,0.64678,-1.0964568003344957,0.9862470862470862,0.5818129232070096,0.14032634032634034,-0.15654319078665016,0.704972804972805,0.14694594128873004,0.2905982905982906,-0.009085777434099572,0.5167055167055167,0.018493894316054634,0.468997668997669,-0.0641506145002654,0.5714285714285714,-0.5840408714613159,0.8951048951048951,765.0,51.09460442938704,48.977464242681634,50.049683228685325,0.0,41.9047619047619,0.2936372664835716,53.38161061489355,0.05262994059747217,0.04707119994411113,0.6666666666666666,0.04939468907700344,0.04390242975675548,0.6691919191919192
custom_models/google/electra-base-discriminator-A,1.4525481629266863,1e-05,-0.11902849085168624,0.5714285714285714,-1.3601825620734773,0.9988344988344988,-1.731628554933881,1.0,-1.7649291256031072,1.0,-1.2605991363782416,0.9958041958041958,-1.0259651786169344,0.9815073815073815,-1.549428692608329,0.9999222999223,-1.7979301638278964,1.0,-1.8501261231728172,1.0,-1.4116864272592131,0.998912198912199,0.4884820678601945,0.17062937062937064,1.0302048353328424,1e-05,0.14736316378561196,0.22784,-0.16808599595363355,0.82867,-0.14084986471580832,0.78729,0.3710119015696516,1e-05,0.24741763998713628,0.00075,0.14015028978185265,0.05611,0.1376308411700341,0.08681,0.22653023941824763,0.03465,0.44503927145525524,0.00023,0.44136422299597433,2e-05,0.9420339706819146,1e-05,1.0924480420142444,1e-05,0.3470307902743751,0.01815,0.2199230448307675,0.09409,0.5726966914238851,0.00114,0.4213463502382628,0.01231,-1.118783425124866,0.99994,0.08169298057571084,0.32554,0.7998592645362601,0.00177,1.0630411604574632,5e-05,0.724468977309508,0.00148,0.9587940597368722,0.00321,0.2012135523672388,0.28907,-0.40916049544547023,0.87329,-1.3342212844529764,0.99997,-1.2169792470036949,0.9954933954933954,-0.3626720202591666,0.7543123543123543,0.3871356333117536,0.2275835275835276,1.0212616901182805,0.01989121989121989,-0.3225114436873852,0.7143745143745144,-0.27447592043113644,0.692929292929293,-1.0280593855153006,0.9664502164502164,0.1571823970482524,0.3866355866355866,765.0,48.09624996581518,57.65934307238655,40.728536386146416,0.0,26.828449328449324,0.5284219137796313,3.201576852211076,1.8201930733642193,2.2326374273709577,0.18434343434343434,1.948514553031536,2.081306274039577,0.4015151515151515
custom_models/google/electra-large-discriminator-A,0.45324793514225653,0.11522,0.3978586243846066,0.2571428571428571,-0.4663876193759855,0.8423465423465424,-0.13929089124178937,0.6133644133644134,0.6828041379019196,0.08073038073038073,-0.40582759887629755,0.7846930846930847,-0.673669173492341,0.9025641025641026,-0.07029015212552167,0.5181818181818182,0.6477502273819078,0.12735042735042734,1.0171937042404238,0.020124320124320125,-0.21787230519298997,0.6128982128982129,0.4090628130893546,0.2177156177156177,-0.20423923154837348,0.94305,0.1066084652719119,0.29723,-0.12202768421621157,0.75617,0.06840941916904472,0.34756,-0.08726022421747448,0.87603,0.00792524378434712,0.45956,0.20439996589042994,0.01058,0.1100504503319204,0.13734,0.07359164251381596,0.27973,-0.10803112027985708,0.80768,0.05211418074329909,0.30515,0.03492296758034546,0.42307,0.04620177900999588,0.38671,-0.185307578249681,0.86683,0.07290332028639265,0.33184,0.09915725777430838,0.30231,0.31037698570377825,0.05083,0.028365020805749538,0.46605,0.027748230852234525,0.43981,-0.37442280786856924,0.90582,-0.10346696642153128,0.63832,-0.3069570588975928,0.8898,0.6208000081602411,0.04391,0.12737494475056577,0.3637,0.29621611739969306,0.2018,-0.16206218850461443,0.67992,0.08249732009254222,0.4369075369075369,-0.7831616064299753,0.9358197358197358,0.4246565989767675,0.21421911421911422,0.694875424714092,0.09090909090909091,0.2624060850066976,0.35128205128205126,0.27994383270092715,0.26713286713286716,0.2611779892700255,0.36038961038961037,-0.12840434442834858,0.6132090132090132,765.0,59.02237368106934,54.04879693575346,54.24298156705316,0.0,41.9047619047619,0.2936372664835716,53.38161061489355,3.202797059276061e-05,3.202383181309819e-05,0.5252525252525253,3.202617057413039e-05,3.202521269247312e-05,0.5025252525252525
